id,name,category,release,cover_photo,description,requirements,download
105,Infinitum ,1,"4 January, 2017",http://oceanofgames.com/wp-content/uploads/2017/01/Infinitum-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/infinitum-free-download/\"" target=\""_blank\"">Infinitum</a> you need to find seven different artifacts which are required to create a cure for a fatal virus. This virus has been rampant in various star systems. In order to find seven different artifacts you need to travel through dozens of star systems as well as planets and you will experience different climates. During your travel in search of artifacts you will find many different black boxes which have been left by the previous searchers. You can create antimatter by bringing together dark energy and matter. All in all Infinitum is an awesome game where you will travel through the space experiencing some scintillating visuals. You can also download <a href=\""http://oceanofgames.com/rebel-galaxy-free-download/\"" target=\""_blank\"">Rebel Galaxy</a></p>","<ul><li class=\""western\""><strong>Tested on Windows 7 64-Bit</strong></li><li class=\""western\"">Operating System: Windows Vista/7/8/8.1/10</li><li class=\""western\"">CPU: Intel Core i3 or later.</li><li class=\""western\"">RAM: 4GB</li><li class=\""western\"">Setup Size: 2.1GB</li><li class=\""western\"">Hard Disk Space: 6GB</li></ul>","<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Infinitum.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""2.1GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
106,Mysterium ,6,"12 January, 2017",http://oceanofgames.com/wp-content/uploads/2017/01/Mysterium-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/mysterium-free-download/\"" target=\""_blank\"">Mysterium</a> has been set in 1920s where a group of psychics are investigating about a murderer and a ghost will lead your way. The ghost will also guide you about the weapon as well as the location of the murder. The ghost will give you visual clues about the murderer. You can select the way you want to play the game. Either you can play the game as a ghost or can play as one of the psychics. It has got a Story mode where you can discover the background of every psychic. Mysterium supports single player as well as multiplayer modes. With some staggering visuals and awesome sounds Mysterium is a game that you should surely try out. You can also download <a href=\""http://oceanofgames.com/tabletop-simulator-free-download/\"" target=\""_blank\"">Tabletop Simulator</a>.</p>","<ul><li class=\""western\""><strong>Tested on Windows 7 64-Bit</strong></li><li class=\""western\"">Operating System: Windows 7/8/8.1/10</li><li class=\""western\"">CPU: 2GHz Single Core processor or later.</li><li class=\""western\"">RAM: 2GB</li><li class=\""western\"">Setup Size: 620.5MB</li><li class=\""western\"">Hard Disk Space: 1GB</li></ul>","<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Mysterium.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""620.5MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
107,Yu-Gi-Oh Legacy of the Duelist ,4,"5 December, 2016",http://oceanofgames.com/wp-content/uploads/2017/01/Yu-Gi-Oh-Legacy-of-the-Duelist-Free-Download.png,"<p>In <a href=\""http://oceanofgames.com/yu-gi-oh-legacy-of-the-duelist-free-download/\"" target=\""_blank\"">Yu-Gi-Oh Legacy of the Duelist</a> you are going to relive Dueling glory with a Story Campaign which will recount different events from Yu-Gi-Oh TV series. You need to battle against your opponents and then take the role of the character. In Yu-Gi-Oh Legacy of the Duelist there are more than 90 characters included some of them were featured in the Yu-Gi-Oh ARC-V. This game also features more than 230 duels against Yu-Gi-Oh characters. You have to challenge different characters and each of these characters has got unique challenges. Yu-Gi-Oh Legacy of the Duelist has got some staggering visuals and the actions are smooth and imposing too. You can also download <a href=\""http://oceanofgames.com/desert-hawk-free-download/\"" target=\""_blank\"">Desert Hawk</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: 3.0GHz Intel Pentium processor or later.</li><li>RAM: 4GB</li><li>Setup Size: 772.3MB</li><li>Hard Disk Space: 2GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Yu_Gi_Oh_Legacy_of_the_Duelist.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""772.3MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
108,Far Cry Primal ,1,"1 March, 2016",http://oceanofgames.com/wp-content/uploads/2017/01/Far-Cry-Primal-Free-Download.png,"<p>In <a href=\""http://oceanofgames.com/far-cry-primal-free-download/\"" target=\""_blank\"">Far Cry Primal</a> humanity is again striving for survival in an innovative open world gameplay. This game has been set in Stone Age which is full of adventures and extreme dangers. Sabretooth tigers and Mammoths are ruling the world and humans are at the bottom of food chain and you can judge the amount of danger which humans have to face. You are a part of a hunting group which has been ripped apart and now you are the last survivor desperate for survival. You need to craft deadly arsenal and fight against deadly predators. You have to become the ultimate predator and have to save the land of Oros. With some awesome visuals and scintillating sounds Far Cry Primal is surely a game to try for. You can also download <a href=\""http://oceanofgames.com/far-cry-4-free-download/\"" target=\""_blank\"">Far Cry 4</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i3 or later.</li><li>RAM: 4GB</li><li>Setup Size: 16.6 GB</li><li>Hard Disk Space: 20 GB</li></ul>,"<form action=\""http://oceanofgames.com/pay/Premium.php\"" method=\""post\"" target=\""_blank\""><input name=\""gname\"" type=\""hidden\"" value=\""Far_Cry_Primal.iso\""><div align=\""center\""><input alt=\""Download\"" height=\""100\"" src=\""http://oceanofgames.com/wp-content/uploads/2017/02/VIP-Premium.png\"" type=\""image\"" width=\""273\""></div></form>"",""<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Far_Cry_Primal.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""16.6GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""85.25.103.44\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
,,,,,,,
110,Bequest ,10,"10 January, 2017",http://oceanofgames.com/wp-content/uploads/2017/01/Bequest-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/bequest-free-download/\"" target=\""_blank\"">Bequest</a> you will be playing as Dima who arrives into his grandmother who is no more and the house she has left is inherited to him. Within few days Dima realesed that there is something wrong in this house. Now Dima falls a victim of the mysterious thing while he was trying to escape the mysterious fetters. As he advances in the game the truth will be revealed to him and the house will show him the real nature. This game has got some minacious atmosphere which will give you goosebumps. This game has got several different endings and every one of them is different and will depend how you play the game. This game has got some staggering visuals and it has been developed on Unreal Engine 4. You can also download <a href=\""http://oceanofgames.com/the-forest-pc-game-free-download/\"" target=\""_blank\"">The Forest</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i5 or later.</li><li>RAM: 4GB</li><li>Setup Size: 1.8GB</li><li>Hard Disk Space: 3GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Bequest.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""1.8GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
111,RIVE Challenges And Battle Arenas ,1,"25 December, 2016",http://oceanofgames.com/wp-content/uploads/2017/01/RIVE-Challenges-and-Battle-Arenas-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/rive-challenges-and-battle-arenas-free-download/\"" target=\""_blank\"">RIVE Challenges and Battle Arenas</a> will allow you to choreograph the dance of destruction in some of the most insanely awesome battles as well as set-pieces. This imposing metal wrecking as well as robot hacking shooter game will surely captivate your mind. In this game you need to gather the hacks plus you also have to control your enemies. The game has got Speedrun and Single-Credit modes where you can prove your skills. You can fight on land, in a moving train, on zero gravity as well as under water. With some staggering visuals and awesome sounds you will surely love this game. You can also download <a href=\""http://oceanofgames.com/crypt-of-the-necrodancer-free-download/\"" target=\""_blank\"">Crypt of the Necrodancer</a>.</p>",<ul><li>Tested on Windows 7 64-Bit</li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core 2 Duo or later.</li><li>RAM: 4GB</li><li>Setup Size: 770MB</li><li>Hard Disk Space: 800MB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Rive.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""770MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
112,Aragami Assassin Masks ,1,"20 December, 2016",http://oceanofgames.com/wp-content/uploads/2017/01/Aragami-Assassin-Masks-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/aragami-assassin-masks-free-download/\"" target=\""_blank\"">Aragami Assassin Masks</a> has got 12 new character skins for Aragami and you can customize shadow assassin. You are playing as Aragami who is a vindictive spirit who has got the power to control the shadows. Now you have been summoned by a girl named Yamiko who has been locked in the city fortress of Kyuryu. You will have to set on a journey in the darkness which is filled with the blood. With your supernatural powers you will explore the city of Kyuryu. Aragami Assassin Masks has got some staggering visuals and the sound effects are awesome as well. You can also download <a href=\""http://oceanofgames.com/terraria-free-download/\"" target=\""_blank\"">Terraria</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i5 or later.</li><li>RAM: 1GB</li><li>Setup Size: 3.5GB</li><li>Hard Disk Space: 5GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Aragami_Assassin_Masks.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""3.5GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""3sr\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
113,The Walking Dead A New Frontier Episode 2 ,5,"20 December, 2016",http://oceanofgames.com/wp-content/uploads/2017/01/The-Walking-Dead-A-New-Frontier-Episode-2-Free-Download.png,"<p>The 2<sup>nd</sup> episode has taken the story from where it was ended in the 1<sup>st</sup> episode. The second part will force Javi to learn the real cost of survival in this cruel world. The pacing of this game has been excellent right from the start till the end. It will provide you enough time to dive into the events surrounding you. In this 2<sup>nd</sup> Part a flashback will depict Javi conversing with Kate. Kate looks unhappy with her closeness with David and is looking to come close to Javi. There is a confrontation between these three. On the other hand the remaining of the hostile group has escaped after the battle. The story of The Walking Dead A New Frontier Episode 2 is quite gripping and you will surely love this game. You can also download <a href=\""http://oceanofgames.com/the-walking-dead-michonne-episode-1-free-download/\"" target=\""_blank\"">The Walking Dead Michonne Episode 1</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core 2 Duo or later.</li><li>RAM: 3GB</li><li>Setup Size: 6.1GB</li><li>Hard Disk Space: 8GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""The_Walking_Dead_A_New_Frontier_Episode_2.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""6.1GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""3sr\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
2321,Flatout 3 Chaos And Destruction ,3,,http://oceanofgames.com/wp-content/uploads/2014/04/Flatout-3-Chaos-And-Destruction-free-download.jpg,<p>In the game Flatout 3 Chaos And Destruction. The main aim of the player is. To compete with the other drivers of the game. and try to beat all of them. In this game you will enjoy your races in many different locations.</p>,,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""FlatOut.3.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""10.75GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""85.25.103.162\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
114,Duke of Alpha Centauri ,1,"28 December, 2016",http://oceanofgames.com/wp-content/uploads/2017/01/Duke-of-Alpha-Centauri-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/duke-of-alpha-centauri-free-download/\"" target=\""_blank\"">Duke of Alpha Centauri</a> you are going to blow up loads of your enemies. This game has been developed for all sorts of players which ranges from the beginners to the hardcore gamers. You need to upgrade your ship and ship systems. Duke of Alpha Centauri features many different levels. All the levels as well as enemies have been designed with greater care and too much effort has been put into their development. Each levels has its own crisp and it look amazing to the eyes. With completion of each level you can unlock different system upgrade points. The player has been equipped with two different types of weapons which are mechanical weapons and energy weapons In mechanical weaponry you have got bullets and missiles and in energy weapons you have got plasma bullets and lasers. Duke of Alpha Centauri has got 13 different enemies and each one of them has got 3 different styles. Enemies have been equipped with different types of weapons. With some scintillating graphics and awesome sounds Duke of Alpha Centauri is a game to try out. You can also download <a href=\""http://oceanofgames.com/stardew-valley-free-download/\"" target=\""_blank\"">Stardew Valley</a>.</p>",<ul><li>Tested on Windows 7 64-Bit</li><li>Operating System: Windows 7/8/8/8.1/10</li><li>CPU: 2.0GHz Intel Dual Core processor or later.</li><li>RAM: 1GB</li><li>Setup Size: 1.4GB</li><li>Hard Disk Space: 1.6GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Duke_Of_Alpha_Centauri.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""1.4GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
115,Camper Jumper Simulator ,3,"3 January, 2017",http://oceanofgames.com/wp-content/uploads/2017/01/Camper-Jumper-Simulator-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/camper-jumper-simulator-free-download-2/\"" target=\""_blank\"">Camper Jumper Simulator</a> is a racing game which has got loads of 8s which you need to solve. This game has got some very challenging trails and there are loads of shortcuts which you need to find in order to take the top position. Camper Jumper Simulator is not a smooth ride by any means as there are lots of mutated animals which will come your way and you need to be aware of them. Then there is an alien civilization which is not very friendly in nature and can destroy you. In Camper Jumper Simulator you are going to travel with your friends to Raven Rock. Raven Rock is considered as the centre of entertainment but once you reach there you fond out that it is quite different then what you thought it would be. This area is abandoned and there are some strange mutated animals along with wild beasts. Now solve the 8s of Raven Rock by using your brains in order to stop the invasion of the aliens. The graphics are satisfactory and the sound effects are also quite imposing. You can also download <a href=\""http://oceanofgames.com/road-redemption-free-download/\"" target=\""_blank\"">Road Redemption</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: 2.5GHz Intel Pentium 4 or later.</li><li>RAM: 4GB</li><li>Setup Size: 530.8MB</li><li>Hard Disk Space: 2GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Camper_Jumper_Simulator.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""530.8MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
116,The Binding of Isaac Afterbirth Plus ,1,"3 January, 2017",http://oceanofgames.com/wp-content/uploads/2017/01/The-Binding-of-Isaac-Afterbirth-Plus-Free-Download.jpg,"<p>In The Binding of Isaac Afterbirth + you need to escape into the basement of your mother. This new expansion of The Binding of Isaac Afterbirth has got 55 new items plus it has got numerous new rooms. This expansion has also got an all new chapter which has got a mysterious new boss fight. The ending of the game has also been reworked again. This expansion has introduced a new playable character plus there are loads of new challenges which you need to complete. This expansion has also got victory lap feature. Off course you need to have original The Binding of Isaac Afterbirth in order to play this game. You can also download <a href=\""http://oceanofgames.com/the-binding-of-isaac-wrath-of-the-lamb-free-download/\"" target=\""_blank\"">The Binding of Isaac Wrath of the Lamb</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i3 or later.</li><li>RAM: 2GB</li><li>Setup Size: 823.3MB</li><li>Hard Disk Space: 1GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""The_Binding_of_Isaac_Afterbirth.rar\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""823.3MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
117,Stern Pinball Arcade ,4,"24 December, 2016",http://oceanofgames.com/wp-content/uploads/2016/12/Stern-Pinball-Arcade-Free-Download.jpeg,"<p><a href=\""http://oceanofgames.com/stern-pinball-arcade-free-download/\"" target=\""_blank\"">Stern Pinball Arcade</a> has got more than 10 tables to play which includes modern classics like Mustang, Star Trek and AC/DC etc. There are comprehensive tutorials available for each of the table. These tutorials will teach you how to play the tables. This game has got a Stern Challenge mode in which you need to hit the target score on every table in order to earn the Challenge points before you move to the other table. With some awesome visuals and gripping sound effects, Stern Pinball Arcade is a game to look out for. You may also like to download <a href=\""http://oceanofgames.com/pinball-fx2-bethesda-pinball-free-download-2/\"" target=\""_blank\"">Pinball FX 2 Bethesda Pinball</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: 1.6GHz Intel Dual Core processor or later.</li><li>RAM: 2GB</li><li>Setup Size: 2.7GB</li><li>Hard Disk Space: 4GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Stern_Pinball_Arcade.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""2.7GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
2330,FIFA 14 ,4,,,<p>After success of previous FIFA 13 games. The developer decide to make a new game. But this time developer make some changes in the game. This time original faces of the players are added to the game. and the graphics are much improved and high quality. When you start playing this game you will enjoy the real environment of playing foot ball.</p>,,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""FIFA14.zip\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""4.82GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""44\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
119,Crypt of the Serpent King ,1,"27 December, 2016",http://oceanofgames.com/wp-content/uploads/2016/12/Crypt-of-the-Serpent-King-Free-Download.png,"<p><a href=\""http://oceanofgames.com/crypt-of-the-serpent-king-free-download/\"" target=\""_blank\"">Crypt of the Serpent King</a> is an imposing 1<sup>st</sup> person hack and slash dungeon crawler where you need to explore huge and randomly generated dungeons. In this game you need to fight with various different enemies which include the goblins, skeletons, giant spiders, orcs and other different types of underwater creatures. You have got a very wide variety of weapons which will be used for attacking effectively on your enemies. There are many traps and lava pits out there and you need to jump over them. Crypt of the Serpent King has got three different difficulty levels which includes Casual and Hardcore levels. Crypt of the Serpent King has got staggering visuals and awesome sounds. You can also download <a href=\""http://oceanofgames.com/7-days-to-die-free-download/\"" target=\""_blank\"">7 Days To Die</a></p>","<ul><li class=\""western\""><strong>Tested on Windows 7 64-Bit</strong></li><li class=\""western\"">Operating System: Windows XP/Vista/7/8/8.1/10</li><li class=\""western\"">CPU: 2GHz Intel Dual Core processor or later.</li><li class=\""western\"">RAM: 2GB</li><li class=\""western\"">Setup Size: 590MB</li><li class=\""western\"">Hard Disk Space: 2GB</li></ul>","<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Crypt_Of_The_Serpent_King.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""590MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
120,Champions of Anteria ,6,"3,0 ""August 2016",http://oceanofgames.com/wp-content/uploads/2016/12/Champions-of-Anteria-Free-Download.jpg,"<p><a href=\""http://oceanofgames.com/champions-of-anteria-free-download/\"" target=\""_blank\"">Champions of Anteria</a> is an excellent game where you have to defeat your enemies with different strategies and kill all the beasts. You need to make different plans every time you are up against some baddie. There are five champions and you can choose 3 of them every time you go for a mission. You must choose the right combination of champions otherwise you will serve as a good meal for the monsters. This game transcends from the mysterious jungles to parched deserts. you must develop your city and the upgrades you need in Armor and weapons. You must arm your champions with the most lethal weapons because the enemies will not have any mercy on you. All in all this game is very much enjoyable and you will love playing it.You can also download <a href=\""http://oceanofgames.com/the-escapists-free-download/\"" target=\""_blank\"">The Escapists</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i3 3.3GHz or faster</li><li>RAM: 4GB of RAM is required</li><li>Setup Size: 8.9GB</li><li>Hard Disk Space: 12GB of free space is required.</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Champions_Of_Anteria.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""8.9GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
121,PeriAreion ,4,"1,9 ""February 2015",http://oceanofgames.com/wp-content/uploads/2016/12/PeriAreion-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/periareion-free-download/\"" target=\""_blank\"">PeriAreion</a> you are going to explore a brand new and unforgiving edge. You have to lead a team in establishing humanity on an another planet. In this game you have to all those things which help you to survive the harsh environment of Mars. You must extract raw materials from the Martian surface and use it for yourself. There will be consequences such as dust storms, accidents and hypoxia etc. and you have to deal with all this. You must have to achieve complete sustainability and do it already because it’s getting late. You must construct your base so that you can build and upgrade different modules. You also have to explore the Martian surface for missions, minerals and ice etc. All in all this game is really enjoyable and interesting. You can also download <a href=\""http://oceanofgames.com/battle-realms-free-download/\"" target=\""_blank\"">Battle Realms</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/10</li><li>CPU: Intel Core 2 Duo or later</li><li>RAM: 8GB of RAM is required</li><li>Setup Size: 900.8MB</li><li>Hard Disk Space: 3GB of free space is required.</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""PeriAreion.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""900.8MB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
122,Remain ,1,"22 December, 2016",http://oceanofgames.com/wp-content/uploads/2016/12/Remain-Free-Download.jpg,"<p>In <a href=\""http://oceanofgames.com/remain-free-download/\"" target=\""_blank\"">Remain</a> you are going to play as a student named Artem. Artem has been promised a very handsome amount of money. For the money he needs to go to an old and abandoned house. This abandoned house has many gloomy and dark rumors. The locals are afraid to go to this house as there are many 10 elements out there. You will encounter different monsters. Remain has got some scintillating visuals and the sound effects are awesome too. You may also like to download <a href=\""http://oceanofgames.com/7-days-to-die-free-download/\"" target=\""_blank\"">7 Days to Die</a>.</p>",<ul><li><strong>Tested on Windows 7 64-Bit</strong></li><li>Operating System: Windows 7/8/8.1/10</li><li>CPU: Intel Core i3 or later.</li><li>RAM: 4GB</li><li>Setup Size: 5.7GB</li><li>Hard Disk Space: 10GB</li></ul>,"<form action=\""http://oceanofgames.com/Cloud-VPS-Download.php\"" method=\""post\"" target=\""_blank\""><input name=\""filename\"" type=\""hidden\"" value=\""Remain.iso\""><br> <input name=\""filesize\"" type=\""hidden\"" value=\""5.7GB\""><br> <input name=\""id\"" type=\""hidden\"" value=\""87.120.36.18\""><div align=\""center\""><input alt=\""Download\"" height=\""99\"" src=\""http://oceanofgames.com/wp-content/uploads/2013/09/button-download.png\"" type=\""image\"" width=\""184\""></div></form>"
